2016-02-23,0.7282977949254055
2016-02-24,0.7141132385646515
2016-02-25,0.6855005701063172
2016-02-26,0.7845545665284077
2016-02-27,0.8009303643816627
2016-02-28,0.8023293329104612
2016-02-29,0.7506347401812318
2016-03-01,0.6645681427987664
2016-03-02,0.4900484476648722
2016-03-03,0.6367237213005252
2016-03-04,0.30699338104001966
2016-03-05,0.13550621730328258
2016-03-06,-0.04022925040450705
2016-03-07,-0.1354189500068435
2016-03-08,-0.24469918983683475
2016-03-09,-0.38637068760795706
2016-03-10,-0.5076059237676543
2016-03-11,-0.5489385580077809
2016-03-12,-1.245378766518459
2016-03-13,-1.5974595011395671
2016-03-14,-2.125393386661563
2016-03-15,-2.6205638448431774
2016-03-16,-2.7426225360517287
2016-03-17,-2.930207295895374
2016-03-18,-3.4431362507548453
2016-03-19,-3.191530045806994
2016-03-20,-2.8014885041949364
2016-03-21,-2.632488711246742
2016-03-22,-2.426635474729782
2016-03-23,-2.3527792375774705
2016-03-24,-2.2944246924185423
2016-03-25,-2.160481133229987
2016-03-26,-2.0307085521329515
2016-03-27,-1.7789808533669136
2016-03-28,-1.8325149008707717
2016-03-29,-1.8112343044381076
2016-03-30,-1.7307733728965495
2016-03-31,-1.5418628000581427
2016-04-01,-1.4897130582792317
2016-04-02,-1.3504521575212165
2016-04-03,-1.262648475698761
2016-04-04,-1.198074000939933
2016-04-05,-1.1222510074562808
2016-04-06,-1.0231150500688024
2016-04-07,-0.9624883596151224
2016-04-08,-0.9339465226263958
2016-04-09,-0.8385987565079835
2016-04-10,-0.7168903739623634
2016-04-11,-0.5978149886178687
2016-04-12,-0.4207598174481241
2016-04-13,-0.3591968933037081
2016-04-14,-0.26052237560738667
2016-04-15,-0.11256049151987584
2016-04-16,-0.02068021231546471
2016-04-17,0.06479637792840845
2016-04-18,0.09193894153133075
2016-04-19,0.3129721177166598
2016-04-20,0.38638239046502093
2016-04-21,0.5582536125047468
2016-04-22,0.5158105631186755
2016-04-23,0.561235063960615
